
new data
train
0212: pos_pair = 29, neg_pair = 1147
1526, 58, 1482, 25.551724137931036
1166, 40, 995, 24.875
0922, 59, 2569, 43.54237288135593
1285, 46, 1229, 26.717391304347824
1061, 54, 1962, 36.333333333333336
1280, 46, 1494, 32.47826086956522
1089, 66, 2349, 35.59090909090909
0342, 52, 1601, 30.78846153846154
0552, 15, 336, 22.4
0504, 55, 1323, 24.054545454545455
0690, 34, 1241, 36.5
0679, 23, 1012, 44.0
1040, 33, 1920, 58.18181818181818
1010, 76, 2004, 26.36842105263158
1121, 59, 1594, 27.016949152542374
0228, 18, 612, 34.0
0458, 30, 873, 29.1
1151, 73, 1880, 25.753424657534246
1324, 50, 896, 17.92
0959, 66, 1312, 19.87878787878788
0555, 46, 900, 19.565217391304348
0419, 46, 944, 20.52173913043478
1236, 26, 754, 29.0
0457, 23, 757, 32.91304347826087
0177, 86, 3074, 35.74418604651163
0813, 85, 2841, 33.423529411764704
1487, 66, 1950, 29.545454545454547
0227, 35, 1618, 46.22857142857143
0984, 37, 1733, 46.83783783783784
0425, 273, 1212, 4.43956043956044
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 6, 7, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 7, 6, 0]
1291, 30, 750, 25.0
0619, 31, 320, 10.32258064516129
1250, 32, 1049, 32.78125
0838, 25, 921, 36.84
1135, 80, 2770, 34.625
1367, 68, 1258, 18.5
0722, 37, 1394, 37.67567567567568
0908, 62, 2639, 42.564516129032256
1405, 32, 244, 7.625
0649, 64, 1367, 21.359375
0828, 37, 1188, 32.108108108108105
0187, 75, 2851, 38.013333333333335
0118, 24, 1104, 46.0
1014, 65, 2491, 38.323076923076925
0487, 33, 1293, 39.18181818181818
0337, 18, 360, 20.0
1105, 69, 1012, 14.666666666666666
0680, 44, 1334, 30.318181818181817
1515, 56, 1714, 30.607142857142858
0917, 53, 1123, 21.18867924528302
0051, 24, 837, 34.875
0858, 17, 544, 32.0
0699, 17, 544, 32.0
0140, 70, 1760, 25.142857142857142
0727, 17, 544, 32.0
0280, 34, 956, 28.11764705882353
1521, 62, 2353, 37.95161290322581
0225, 57, 1269, 22.263157894736842
1432, 27, 1248, 46.22222222222222
1309, 15, 420, 28.0
1429, 51, 1602, 31.41176470588235
1259, 98, 1855, 18.928571428571427
0462, 34, 1677, 49.3235294117647
1306, 111, 669, 6.027027027027027
1204, 23, 328, 14.26086956521739
0107, 20, 760, 38.0
0474, 13, 312, 24.0
0261, 36, 999, 27.75
0371, 18, 417, 23.166666666666668
0273, 116, 2965, 25.560344827586206
0624, 50, 2161, 43.22
0080, 32, 634, 19.8125
0138, 46, 900, 19.565217391304348
0719, 66, 2937, 44.5
0666, 36, 910, 25.27777777777778
1480, 84, 906, 10.785714285714286
1440, 32, 958, 29.9375
0783, 19, 576, 30.31578947368421
0186, 43, 1497, 34.81395348837209
0087, 68, 878, 12.911764705882353
0636, 129, 2217, 17.186046511627907
0815, 33, 495, 15.0
1067, 37, 1188, 32.108108108108105
1530, 35, 2176, 62.17142857142857
0301, 30, 531, 17.7
1198, 64, 1367, 21.359375
1442, 24, 837, 34.875
0848, 24, 1104, 46.0
0650, 44, 1609, 36.56818181818182
0695, 54, 766, 14.185185185185185
0509, 28, 182, 6.5
1382, 26, 1300, 50.0
0086, 23, 880, 38.26086956521739
0253, 24, 717, 29.875
0651, 102, 2043, 20.029411764705884
1056, 110, 2518, 22.89090909090909
0585, 34, 632, 18.58823529411765
1230, 46, 1907, 41.45652173913044
1018, 19, 684, 36.0
1562, 24, 966, 40.25
0881, 140, 2786, 19.9
0274, 28, 407, 14.535714285714286
0031, 74, 2272, 30.7027027027027
0580, 35, 1343, 38.371428571428574
1080, 51, 810, 15.882352941176471
0435, 45, 1281, 28.466666666666665
0238, 44, 902, 20.5
0369, 56, 2429, 43.375
1076, 18, 510, 28.333333333333332
0586, 35, 1795, 51.285714285714285
1062, 31, 830, 26.774193548387096
0960, 95, 1283, 13.505263157894737
0630, 44, 421, 9.568181818181818
1443, 45, 1281, 28.466666666666665
1173, 33, 787, 23.848484848484848
0476, 49, 1721, 35.12244897959184
1378, 22, 798, 36.27272727272727
0254, 122, 2023, 16.581967213114755
0263, 127, 734, 5.7795275590551185
0282, 82, 2333, 28.451219512195124
1200, 52, 1029, 19.78846153846154
1508, 71, 2932, 41.29577464788732
1419, 63, 1212, 19.238095238095237
1498, 30, 600, 20.0
0079, 40, 950, 23.75
0037, 54, 612, 11.333333333333334
0692, 19, 684, 36.0
1229, 27, 963, 35.666666666666664
0875, 28, 833, 29.75
0416, 123, 1588, 12.910569105691057
0697, 59, 1069, 18.11864406779661
0255, 21, 840, 40.0
1020, 25, 1200, 48.0
1267, 50, 2578, 51.56
0124, 43, 1085, 25.232558139534884
1421, 17, 544, 32.0
0673, 84, 2617, 31.154761904761905
0489, 40, 1041, 26.025
0877, 28, 1053, 37.607142857142854
0196, 140, 1630, 11.642857142857142
0971, 102, 2176, 21.333333333333332
1310, 35, 1795, 51.285714285714285
0749, 139, 1877, 13.503597122302159
0478, 27, 753, 27.88888888888889
0661, 33, 402, 12.181818181818182
1072, 31, 1194, 38.516129032258064
0861, 113, 2588, 22.902654867256636
0573, 12, 198, 16.5
1524, 72, 2139, 29.708333333333332
1144, 45, 945, 21.0
0766, 7, 84, 12.0
1107, 17, 448, 26.352941176470587
0562, 46, 2165, 47.06521739130435
1491, 70, 2631, 37.58571428571429
1174, 17, 236, 13.882352941176471
1009, 41, 1444, 35.21951219512195
0956, 39, 1672, 42.87179487179487
0982, 21, 840, 40.0
0391, 14, 364, 26.0
1565, 56, 1655, 29.553571428571427
0767, 54, 1122, 20.77777777777778
0913, 74, 1756, 23.72972972972973
0128, 57, 723, 12.68421052631579
0204, 85, 1293, 15.211764705882352
0532, 17, 361, 21.235294117647058
1156, 12, 264, 22.0
0398, 30, 1401, 46.7
1106, 42, 1086, 25.857142857142858
0598, 52, 1601, 30.78846153846154
0763, 65, 313, 4.815384615384615
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 4, 4, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6]
1389, 32, 1621, 50.65625
0345, 53, 1222, 23.056603773584907
0696, 28, 602, 21.5
0159, 28, 1197, 42.75
0129, 15, 420, 28.0
0716, 38, 628, 16.526315789473685
0798, 23, 1012, 44.0
0310, 98, 1555, 15.86734693877551
1201, 51, 1077, 21.11764705882353
0208, 33, 1737, 52.63636363636363
0275, 32, 1193, 37.28125
1213, 17, 544, 32.0
0601, 61, 1214, 19.901639344262296
1150, 10, 180, 18.0
0893, 33, 1563, 47.36363636363637
1293, 40, 1851, 46.275
1469, 54, 2091, 38.72222222222222
1142, 54, 726, 13.444444444444445
1048, 30, 1245, 41.5
0005, 25, 1056, 42.24
0032, 133, 2145, 16.127819548872182
1503, 41, 1555, 37.926829268292686
0560, 18, 510, 28.333333333333332
1235, 19, 684, 36.0
1260, 37, 2664, 72.0
0154, 38, 1853, 48.76315789473684
0706, 46, 1280, 27.82608695652174
1550, 17, 361, 21.235294117647058
1511, 63, 1477, 23.444444444444443
1116, 35, 1396, 39.885714285714286
1335, 87, 1993, 22.908045977011493
0151, 36, 2310, 64.16666666666667
0041, 49, 1781, 36.3469387755102
0300, 50, 853, 17.06
0320, 62, 1954, 31.516129032258064
0068, 48, 2032, 42.333333333333336
0459, 49, 1904, 38.857142857142854
1298, 27, 1248, 46.22222222222222
0463, 24, 642, 26.75
0408, 48, 1437, 29.9375
1202, 39, 741, 19.0
1337, 93, 1132, 12.172043010752688
0290, 18, 612, 34.0
1329, 25, 716, 28.64
1205, 34, 2244, 66.0
1137, 26, 569, 21.884615384615383
1064, 25, 1200, 48.0
1023, 59, 1481, 25.10169491525424
1096, 30, 636, 21.2
0193, 98, 2752, 28.081632653061224
0125, 34, 1094, 32.1764705882353
0456, 30, 1566, 52.2
0434, 128, 2083, 16.2734375
0357, 22, 924, 42.0
1081, 24, 1104, 46.0
0213, 17, 544, 32.0
1269, 49, 1721, 35.12244897959184
0625, 41, 1040, 25.365853658536587
0754, 29, 1052, 36.275862068965516
1477, 25, 795, 31.8
1078, 32, 1049, 32.78125
0920, 21, 414, 19.714285714285715
1393, 75, 2481, 33.08
0323, 37, 953, 25.756756756756758
1297, 48, 2097, 43.6875
0503, 46, 815, 17.717391304347824
0773, 56, 1219, 21.767857142857142
0027, 95, 1558, 16.4
0191, 26, 604, 23.23076923076923
1453, 36, 1794, 49.833333333333336
1364, 32, 829, 25.90625
0923, 18, 612, 34.0
0372, 56, 1429, 25.517857142857142
0665, 47, 1783, 37.93617021276596
0688, 36, 999, 27.75
0940, 38, 665, 17.5
0119, 38, 865, 22.763157894736842
0440, 21, 304, 14.476190476190476
0014, 22, 924, 42.0
0855, 61, 800, 13.114754098360656
1138, 26, 754, 29.0
1363, 68, 2210, 32.5
1451, 37, 1394, 37.67567567567568
0055, 76, 870, 11.447368421052632
1254, 75, 2851, 38.013333333333335
1252, 59, 571, 9.677966101694915
0843, 38, 1090, 28.68421052631579
1100, 97, 1388, 14.309278350515465
1560, 73, 2007, 27.493150684931507
0333, 64, 1532, 23.9375
0582, 62, 2149, 34.66129032258065
0449, 33, 1452, 44.0
0056, 51, 477, 9.352941176470589
0133, 65, 1111, 17.092307692307692
0507, 62, 1708, 27.548387096774192
1071, 20, 646, 32.3
1410, 41, 554, 13.512195121951219
0221, 40, 1041, 26.025
0987, 48, 1663, 34.645833333333336
1571, 91, 1925, 21.153846153846153
0085, 23, 1012, 44.0
0334, 42, 1669, 39.73809523809524
0703, 36, 1734, 48.166666666666664
0374, 81, 2334, 28.814814814814813
1003, 77, 958, 12.441558441558442
1243, 12, 264, 22.0
0866, 71, 1105, 15.56338028169014
1215, 34, 827, 24.323529411764707
1097, 27, 1248, 46.22222222222222
0718, 22, 681, 30.954545454545453
1265, 91, 2759, 30.318681318681318
0760, 40, 663, 16.575
1244, 44, 1609, 36.56818181818182
1555, 24, 537, 22.375
0219, 49, 1277, 26.06122448979592
1129, 39, 996, 25.53846153846154
0093, 21, 255, 12.142857142857142
0256, 41, 739, 18.024390243902438
0647, 44, 1847, 41.97727272727273
0998, 82, 2264, 27.609756097560975
1008, 25, 353, 14.12
0622, 25, 300, 12.0
1237, 61, 1830, 30.0
0130, 19, 576, 30.31578947368421
1118, 57, 1428, 25.05263157894737
0180, 68, 2210, 32.5
0349, 69, 2142, 31.043478260869566
0197, 92, 2989, 32.48913043478261
0366, 34, 669, 19.676470588235293
0827, 18, 417, 23.166666666666668
0554, 30, 790, 26.333333333333332
1311, 26, 794, 30.53846153846154
0399, 26, 380, 14.615384615384615
0738, 90, 2395, 26.61111111111111
0070, 43, 737, 17.13953488372093
1192, 46, 944, 20.52173913043478
0765, 77, 3083, 40.03896103896104
1098, 44, 776, 17.636363636363637
0912, 32, 1144, 35.75
1541, 78, 1050, 13.461538461538462
0403, 23, 880, 38.26086956521739
1197, 47, 1844, 39.234042553191486
0317, 75, 1006, 13.413333333333334
0608, 43, 1388, 32.27906976744186
1049, 60, 2496, 41.6
0283, 34, 494, 14.529411764705882
1470, 194, 1184, 6.103092783505154
1372, 29, 637, 21.96551724137931
1180, 90, 2685, 29.833333333333332
0096, 13, 312, 24.0
1473, 19, 387, 20.36842105263158
0271, 31, 1097, 35.38709677419355
0163, 69, 672, 9.73913043478261
0306, 23, 680, 29.565217391304348
0901, 51, 1840, 36.07843137254902
1371, 32, 958, 29.9375
0248, 75, 2626, 35.013333333333335
0467, 60, 2151, 35.85
1005, 16, 260, 16.25
0307, 56, 934, 16.678571428571427
1101, 14, 364, 26.0
1270, 19, 684, 36.0
1058, 110, 2591, 23.554545454545455
0620, 46, 2232, 48.52173913043478
0606, 31, 872, 28.129032258064516
0387, 25, 1056, 42.24
0356, 50, 653, 13.06
0294, 38, 2042, 53.73684210526316
1573, 19, 387, 20.36842105263158
0537, 34, 2244, 66.0
0612, 26, 502, 19.307692307692307
1424, 25, 353, 14.12
0705, 13, 312, 24.0
0958, 41, 1040, 25.365853658536587
0015, 21, 444, 21.142857142857142
val
0184, 119, 2807, 23.58823529411765
0510, 40, 590, 14.75
0074, 70, 1760, 25.142857142857142
0924, 30, 1740, 58.0
1327, 47, 1606, 34.170212765957444
0069, 14, 364, 26.0
0518, 57, 3103, 54.43859649122807
0581, 11, 220, 20.0
1181, 39, 1137, 29.153846153846153
1359, 33, 1737, 52.63636363636363
1030, 125, 2086, 16.688
1338, 12, 198, 16.5
0220, 62, 2083, 33.596774193548384
1525, 55, 1430, 26.0
0863, 15, 216, 14.4
1282, 63, 1368, 21.714285714285715
0424, 52, 1173, 22.557692307692307
0644, 33, 345, 10.454545454545455
1507, 32, 598, 18.6875
0291, 40, 590, 14.75
1528, 28, 1197, 42.75
0780, 26, 1150, 44.23076923076923
0751, 58, 2717, 46.8448275862069
0865, 36, 1045, 29.02777777777778
0832, 54, 1837, 34.01851851851852
1475, 42, 1498, 35.666666666666664
1434, 17, 448, 26.352941176470587
1534, 22, 924, 42.0
1094, 46, 2099, 45.630434782608695
0286, 26, 677, 26.03846153846154
0535, 55, 891, 16.2
0432, 35, 868, 24.8
1159, 17, 544, 32.0
0556, 35, 955, 27.285714285714285
0979, 55, 765, 13.909090909090908
1457, 49, 771, 15.73469387755102
0324, 33, 1398, 42.36363636363637
0417, 52, 1544, 29.692307692307693
1456, 36, 1092, 30.333333333333332
1365, 42, 993, 23.642857142857142
0999, 29, 1147, 39.55172413793103
0967, 23, 1012, 44.0
0790, 13, 240, 18.46153846153846
1190, 34, 956, 28.11764705882353
1334, 66, 1704, 25.818181818181817
0405, 10, 126, 12.6
0981, 48, 1278, 26.625
0288, 87, 3073, 35.32183908045977
0003, 133, 1407, 10.578947368421053
0231, 51, 1275, 25.0
0148, 147, 2554, 17.374149659863946
0894, 35, 745, 21.285714285714285
0498, 42, 1611, 38.357142857142854
1302, 70, 2705, 38.642857142857146
0514, 29, 751, 25.896551724137932
1496, 13, 312, 24.0
1168, 46, 1550, 33.69565217391305
1486, 61, 2495, 40.90163934426229
0942, 15, 336, 22.4
0618, 39, 1287, 33.0
1261, 123, 2362, 19.203252032520325
0244, 85, 1511, 17.776470588235295
0888, 57, 2358, 41.36842105263158
0921, 43, 1388, 32.27906976744186
0805, 21, 609, 29.0
0393, 25, 921, 36.84
0887, 72, 2854, 39.638888888888886
0616, 59, 976, 16.54237288135593
1238, 26, 227, 8.73076923076923
0209, 33, 1398, 42.36363636363637
1572, 28, 918, 32.785714285714285
0542, 21, 609, 29.0
1077, 45, 1230, 27.333333333333332
0144, 39, 1186, 30.41025641025641
0614, 69, 2076, 30.08695652173913
0492, 53, 1172, 22.11320754716981
1467, 72, 2008, 27.88888888888889
0795, 45, 1281, 28.466666666666665
0277, 62, 2423, 39.08064516129032
1271, 30, 873, 29.1
0637, 36, 825, 22.916666666666668
0340, 102, 1668, 16.352941176470587
0461, 102, 2901, 28.441176470588236
1278, 19, 477, 25.105263157894736
0950, 43, 1283, 29.837209302325583
1043, 31, 830, 26.774193548387096
0370, 17, 448, 26.352941176470587
0931, 31, 1244, 40.12903225806452
1301, 60, 1068, 17.8
0139, 18, 417, 23.166666666666668
1147, 55, 765, 13.909090909090908
1206, 90, 945, 10.5
0899, 27, 1248, 46.22222222222222
1251, 36, 954, 26.5
1342, 27, 1404, 52.0
1044, 41, 700, 17.073170731707318
0989, 61, 2084, 34.16393442622951
0808, 62, 2639, 42.564516129032256
0025, 37, 2241, 60.567567567567565
0590, 24, 717, 29.875
0226, 18, 417, 23.166666666666668
0872, 29, 1052, 36.275862068965516
0770, 15, 336, 22.4
1323, 21, 840, 40.0
0179, 52, 2433, 46.78846153846154
0713, 22, 573, 26.045454545454547
0018, 36, 1449, 40.25
0769, 98, 2113, 21.56122448979592
1084, 23, 880, 38.26086956521739
1379, 77, 1693, 21.98701298701299
1154, 26, 877, 33.73076923076923
1227, 48, 1782, 37.125
0603, 15, 261, 17.4
0246, 84, 1869, 22.25
0991, 44, 1552, 35.27272727272727
0997, 50, 2296, 45.92
0099, 38, 628, 16.526315789473685
1125, 66, 2784, 42.18181818181818
0472, 16, 260, 16.25
0728, 36, 1290, 35.833333333333336
1088, 167, 1159, 6.940119760479042
1037, 40, 1851, 46.275
0428, 32, 634, 19.8125
0352, 38, 2042, 53.73684210526316
0064, 55, 648, 11.781818181818181
0664, 26, 1009, 38.80769230769231
0547, 42, 1336, 31.80952380952381
0654, 52, 768, 14.76923076923077
0878, 10, 126, 12.6
1225, 40, 863, 21.575
0059, 16, 480, 30.0
0326, 23, 757, 32.91304347826087
1122, 39, 1236, 31.692307692307693
0804, 57, 1896, 33.26315789473684
0185, 22, 573, 26.045454545454547
0266, 53, 1075, 20.28301886792453
0120, 33, 1398, 42.36363636363637
1036, 29, 712, 24.551724137931036
0900, 23, 1012, 44.0
0613, 59, 607, 10.288135593220339
1274, 48, 1080, 22.5
1035, 15, 420, 28.0
1284, 39, 822, 21.076923076923077
0761, 11, 220, 20.0
0104, 294, 1597, 5.431972789115647
1128, 69, 2416, 35.01449275362319
0293, 34, 1001, 29.441176470588236
0062, 111, 1659, 14.945945945945946
0224, 27, 1404, 52.0
0712, 27, 753, 27.88888888888889
1095, 67, 1703, 25.417910447761194
1510, 51, 1275, 25.0
0527, 62, 1369, 22.080645161290324
0539, 41, 662, 16.146341463414632
0867, 18, 510, 28.333333333333332
0161, 25, 716, 28.64
0020, 34, 2244, 66.0
test
1317, 34, 431, 12.676470588235293
0905, 24, 1104, 46.0
1239, 56, 505, 9.017857142857142
1028, 32, 598, 18.6875
0189, 21, 720, 34.285714285714285
0152, 35, 1093, 31.228571428571428
1069, 43, 1133, 26.348837209302324
0039, 167, 1159, 6.940119760479042
0944, 74, 3007, 40.63513513513514
0785, 56, 1429, 25.517857142857142
0588, 35, 2176, 62.17142857142857
0218, 36, 954, 26.5
0642, 61, 974, 15.967213114754099
0109, 24, 642, 26.75
1075, 35, 1505, 43.0
0663, 41, 1337, 32.609756097560975
1401, 34, 1094, 32.1764705882353
1538, 27, 1101, 40.77777777777778
0353, 28, 1197, 42.75
0675, 57, 1539, 27.0
0494, 50, 1225, 24.5
0057, 39, 1977, 50.69230769230769
0245, 23, 880, 38.26086956521739
0302, 28, 1053, 37.607142857142854
0429, 32, 871, 27.21875
1330, 87, 1624, 18.666666666666668
1326, 23, 880, 38.26086956521739
0519, 21, 720, 34.285714285714285
0854, 22, 413, 18.772727272727273
0316, 35, 1618, 46.22857142857143
0742, 29, 1052, 36.275862068965516
0382, 113, 2588, 22.902654867256636
0819, 70, 1883, 26.9
0090, 57, 1374, 24.105263157894736
1368, 108, 1218, 11.277777777777779
0792, 316, 1962, 6.208860759493671
0311, 47, 814, 17.319148936170212
0744, 64, 1476, 23.0625
1001, 53, 1543, 29.11320754716981
0385, 37, 909, 24.56756756756757
1153, 40, 2040, 51.0
1506, 45, 1083, 24.066666666666666
0963, 26, 1009, 38.80769230769231
0880, 47, 1129, 24.02127659574468
0964, 27, 1404, 52.0
1079, 24, 837, 34.875
1214, 41, 1135, 27.682926829268293
1490, 51, 1125, 22.058823529411764
0579, 37, 998, 26.972972972972972
1398, 94, 2117, 22.52127659574468
0691, 81, 585, 7.222222222222222
0715, 32, 788, 24.625
0354, 13, 312, 24.0
1383, 37, 2043, 55.21621621621622
1175, 61, 2217, 36.34426229508197
0299, 103, 1667, 16.184466019417474
0322, 21, 414, 19.714285714285715
0100, 35, 2380, 68.0
1068, 18, 282, 15.666666666666666
0605, 30, 1401, 46.7
0684, 28, 602, 21.5
1348, 63, 1477, 23.444444444444443
1248, 62, 2566, 41.38709677419355
0576, 32, 871, 27.21875
1500, 24, 966, 40.25
0338, 23, 1012, 44.0
0969, 33, 597, 18.09090909090909
1494, 14, 217, 15.5
0406, 42, 1911, 45.5
1551, 50, 940, 18.8
0668, 79, 3081, 39.0
0670, 43, 1182, 27.488372093023255
0325, 71, 1469, 20.690140845070424
1025, 73, 3087, 42.28767123287671
0534, 35, 1450, 41.42857142857143
1199, 50, 1903, 38.06
0127, 30, 790, 26.333333333333332
1544, 15, 420, 28.0
1130, 16, 390, 24.375
0075, 18, 417, 23.166666666666668
0438, 52, 894, 17.192307692307693
0021, 50, 545, 10.9
0278, 58, 722, 12.448275862068966
1328, 20, 646, 32.3
0516, 27, 963, 35.666666666666664
1489, 56, 1270, 22.678571428571427
0528, 66, 837, 12.681818181818182
0635, 37, 1448, 39.13513513513514
0141, 62, 1649, 26.596774193548388
1185, 30, 673, 22.433333333333334
0190, 35, 1505, 43.0
0076, 17, 544, 32.0
1268, 66, 1704, 25.818181818181817
1409, 45, 3195, 71.0
0383, 82, 2844, 34.68292682926829
0800, 24, 756, 31.5
1167, 36, 744, 20.666666666666668
0957, 55, 935, 17.0
0038, 21, 150, 7.142857142857143
0010, 20, 646, 32.3
0165, 29, 566, 19.517241379310345
0569, 22, 798, 36.27272727272727
0660, 79, 1517, 19.20253164556962
1218, 84, 2061, 24.535714285714285
0941, 55, 1271, 23.10909090909091
0115, 21, 840, 40.0
1203, 27, 876, 32.44444444444444
0490, 28, 468, 16.714285714285715
1388, 36, 1617, 44.916666666666664
0297, 103, 2243, 21.776699029126213
0870, 28, 792, 28.285714285714285
0583, 74, 2204, 29.783783783783782
0564, 50, 2296, 45.92
0453, 42, 1284, 30.571428571428573
0308, 105, 2241, 21.34285714285714
0990, 56, 1169, 20.875
0850, 25, 921, 36.84
0181, 65, 530, 8.153846153846153
0431, 23, 880, 38.26086956521739
0444, 73, 2138, 29.28767123287671
0575, 71, 1759, 24.774647887323944
0629, 64, 1314, 20.53125
0028, 19, 684, 36.0
0496, 28, 713, 25.464285714285715
1566, 17, 448, 26.352941176470587
1210, 26, 794, 30.53846153846154
0157, 33, 1143, 34.63636363636363
0270, 22, 681, 30.954545454545453
0011, 23, 328, 14.26086956521739
0420, 53, 1543, 29.11320754716981
1041, 27, 1101, 40.77777777777778
1436, 34, 2046, 60.1764705882353
1177, 64, 2282, 35.65625
0709, 37, 743, 20.08108108108108
0541, 54, 1899, 35.166666666666664
1027, 47, 1549, 32.95744680851064
0809, 22, 924, 42.0
1400, 26, 439, 16.884615384615383
0506, 36, 999, 27.75
1485, 68, 1885, 27.720588235294116
0986, 26, 754, 29.0
0336, 86, 2840, 33.02325581395349
1207, 41, 905, 22.073170731707318
1404, 50, 1841, 36.82
0966, 29, 674, 23.24137931034483
0097, 18, 282, 15.666666666666666
1160, 37, 743, 20.08108108108108
1050, 129, 2016, 15.627906976744185
0778, 70, 920, 13.142857142857142
0375, 43, 623, 14.488372093023257
1103, 86, 1684, 19.58139534883721
0203, 67, 2489, 37.149253731343286
1169, 54, 1716, 31.77777777777778
1488, 59, 1711, 29.0
1479, 26, 920, 35.38461538461539
1184, 77, 2551, 33.12987012987013
0681, 61, 1650, 27.049180327868854
0502, 49, 2096, 42.775510204081634
parameters: 
batch size = 1
shuffle train = False
num workers = 6
epoch = 500
test set = self
pos threshold = [0.75]
Start training, 2023-08-28 20:25:29.060558
Traceback (most recent call last):
  File "/home/tingwei/zillow_data/metric_learning.py", line 367, in <module>
    for i, data in enumerate(room_dataloader_train, 0):
  File "/home/tingwei/miniconda3/envs/Zillow/lib/python3.10/site-packages/torch/utils/data/dataloader.py", line 681, in __next__
    data = self._next_data()
  File "/home/tingwei/miniconda3/envs/Zillow/lib/python3.10/site-packages/torch/utils/data/dataloader.py", line 1359, in _next_data
    idx, data = self._get_data()
  File "/home/tingwei/miniconda3/envs/Zillow/lib/python3.10/site-packages/torch/utils/data/dataloader.py", line 1325, in _get_data
    success, data = self._try_get_data()
  File "/home/tingwei/miniconda3/envs/Zillow/lib/python3.10/site-packages/torch/utils/data/dataloader.py", line 1163, in _try_get_data
    data = self._data_queue.get(timeout=timeout)
  File "/home/tingwei/miniconda3/envs/Zillow/lib/python3.10/multiprocessing/queues.py", line 113, in get
    if not self._poll(timeout):
  File "/home/tingwei/miniconda3/envs/Zillow/lib/python3.10/multiprocessing/connection.py", line 257, in poll
    return self._poll(timeout)
  File "/home/tingwei/miniconda3/envs/Zillow/lib/python3.10/multiprocessing/connection.py", line 424, in _poll
    r = wait([self], timeout)
  File "/home/tingwei/miniconda3/envs/Zillow/lib/python3.10/multiprocessing/connection.py", line 931, in wait
    ready = selector.select(timeout)
  File "/home/tingwei/miniconda3/envs/Zillow/lib/python3.10/selectors.py", line 416, in select
